Target	Alias	Gene	Barcode	Filtered	Counts	Corr_Within	Corr_Between
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actl6a-P1P2	ACTL6A_-_179280860.23-P1P2	0	75952.0	0.9794431330505711	0.9697574592541921
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actl6a-P1P2	ACTL6A___179280744.23-P1P2	0	439850.0	0.9888182738126181	0.9908365227467311
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actl6a-P1P2	ACTL6A___179280849.23-P1P2	0	379484.0	0.9872410032766896	0.9903570479244828
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actr5-P1P2	ACTR5_-_37377127.23-P1P2	0	592174.0	0.998179661091305	0.9975792901954182
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actr5-P1P2	ACTR5___37377138.23-P1P2	0	760782.0	0.9973201791627586	0.9978092016819016
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actr5-P1P2	ACTR5___37377152.23-P1P2	0	505170.0	0.9962523315370604	0.9904455522746182
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actr8-P1P2	ACTR8___53916118.23-P1P2	0	746934.0	0.9988077684460882	0.9946035006765102
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actr8-P1P2	ACTR8___53916142.23-P1P2	0	1518294.0	0.9987539760728934	0.9964130648267446
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Actr8-P1P2	ACTR8___53916157.23-P1P2	0	603430.0	0.9991874741783044	0.9952567801985477
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Aicda-P1P2	AICDA___8765346.23-P1P2	0	1329698.0	0.9990574218927317	0.9967956462932642
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Aicda-P1P2	AICDA___8765359.23-P1P2	0	1129694.0	0.9990607975970037	0.9974116877979016
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Aicda-P1P2	AICDA___8765390.23-P1P2	0	1253086.0	0.9991201973362287	0.9951832082859581
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alkbh2-P1P2	ALKBH2_-_109531258.23-P1P2	0	1376718.0	0.9989782933049233	0.9944364902564051
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alkbh2-P1P2	ALKBH2___109531240.23-P1P2	0	651430.0	0.9989568364857475	0.99406009027931
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alkbh2-P1P2	ALKBH2___109531250.23-P1P2	0	1067866.0	0.9987518173598025	0.997871559914004
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alkbh3-P1P2	ALKBH3_-_43902408.23-P1P2	0	1322990.0	0.996964542382017	0.9907854978453678
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alkbh3-P1P2	ALKBH3_-_43902421.23-P1P2	0	1337012.0	0.996444039454619	0.9985379699592148
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alkbh3-P1P2	ALKBH3___43902434.23-P1P2	0	1418976.0	0.9983866469166903	0.9940460980232004
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alyref-P1P2	ALYREF_-_79849458.23-P1P2	0	164918.0	0.9920794667330883	0.9939136807295946
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alyref-P1P2	ALYREF___79849212.23-P1P2	0	496842.0	0.9948330517654421	0.9821054808592656
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Alyref-P1P2	ALYREF___79849261.23-P1P2	0	431612.0	0.995983477491375	0.9832233548706996
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Apex1-P1P2	APEX1_-_20923407.23-P1P2	0	1167094.0	0.9987838801979702	0.9947560321824475
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Apex1-P1P2	APEX1_-_20923425.23-P1P2	0	1331606.0	0.9985241780963728	0.9982429042653933
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Apex1-P1P2	APEX1___20923418.23-P1P2	0	796146.0	0.9988426190770732	0.9951094425632167
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Apex2-P1P2	APEX2_-_55026823.23-P1P2	0	503514.0	0.998743888990224	0.9966448026837373
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Apex2-P1P2	APEX2_-_55026828.23-P1P2	0	262900.0	0.9979244956183355	0.9969533426788934
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Apex2-P1P2	APEX2___55026814.23-P1P2	0	956912.0	0.9974084503399621	0.992455489384295
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Aplf-P1P2	APLF_-_68694726.23-P1P2	0	1231456.0	0.9994499966496095	0.9928252309809023
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Aplf-P1P2	APLF_-_68694969.23-P1P2	0	1065288.0	0.9996307816277039	0.9939658030545984
Adamson_T1	K562_SpCas9_target-1_HDR_oBA701_AX227_rep_1	Aplf-P1P2	APLF___68694742.23-P1P2	0	1252586.0	0.999410129214934	0.9958058679824957
